date,value
2022-07-23,67.5747091877413
2022-07-24,65.01757886727604
2022-07-25,52.56940019601541
2022-07-26,51.620916199762945
2022-07-27,57.55725721295798
2022-07-28,67.63963405654756
2022-07-29,120.26183805055797
2022-07-30,159.02584657528223
2022-07-31,196.25103937228397
2022-08-01,230.37417621240343
2022-08-02,259.0047533321447
2022-08-03,272.7398686683053
2022-08-04,290.4285685159209
2022-08-05,292.1078858500394
2022-08-06,290.6136529696304
2022-08-07,284.23275066743565
2022-08-08,281.72669895875475
2022-08-09,308.33897073362834
2022-08-10,302.23915148745147
2022-08-11,307.15438222423955
2022-08-12,291.0909302120365
2022-08-13,276.1296766152415
2022-08-14,280.5603316207729
2022-08-15,284.33008485323734
2022-08-16,273.9989994575643
2022-08-17,259.55670370904085
2022-08-18,259.38649924714286
2022-08-19,250.85997698939846
2022-08-20,248.68156670973553
2022-08-21,248.2613826207835
2022-08-22,240.53006799614252
2022-08-23,261.9586082932618
2022-08-24,282.7627607393496
2022-08-25,271.2835411671109
2022-08-26,266.9734612010009
2022-08-27,256.78597564411416
2022-08-28,261.24268432753684
2022-08-29,254.74646067639802
2022-08-30,249.81188918811196
2022-08-31,253.2509936429058
2022-09-01,266.04351864582355
2022-09-02,259.6554767629049
2022-09-03,252.14863680306235
2022-09-04,242.28518909322534
2022-09-05,228.86716967643858
2022-09-06,242.3418089097397
2022-09-07,255.62637298125182
2022-09-08,248.80650397213856
2022-09-09,256.0689259313279
2022-09-10,286.23225347099316
2022-09-11,317.059833121406
2022-09-12,317.6639413202056
2022-09-13,312.5555973650903
2022-09-14,325.03352478226066
2022-09-15,324.36824764513744
2022-09-16,329.63491450061827
2022-09-17,342.4305232550588
2022-09-18,339.3247228487861
2022-09-19,337.0869383322809
2022-09-20,297.18905954154894
2022-09-21,261.2976805710982
2022-09-22,237.07203537210992
2022-09-23,207.90325006913875
2022-09-24,210.33091453453568
2022-09-25,194.96581667824623
2022-09-26,180.80622412410875
2022-09-27,174.21935551905935
2022-09-28,187.90251382482313
2022-09-29,179.22206299412812
2022-09-30,188.3117575215706
2022-10-01,194.22837097027116
2022-10-02,186.34023522691604
2022-10-03,187.49259547206225
2022-10-04,190.91272796603164
2022-10-05,186.10220493650772
2022-10-06,184.3935161386736
2022-10-07,179.08453969763198
2022-10-08,177.60136197602202
2022-10-09,184.9970234373086
2022-10-10,208.80662210782475
2022-10-11,208.57859532421227
2022-10-12,234.37817974991998
2022-10-13,226.77287681107458
2022-10-14,220.72827390734034
2022-10-15,224.5013186429147
2022-10-16,230.47704789707973
2022-10-17,226.9300912117316
2022-10-18,222.64445019623543
2022-10-19,214.49705437103174
2022-10-20,202.87623979257896
2022-10-21,206.4389762097596
2022-10-22,213.20080389164855
2022-10-23,209.28298535765407
2022-10-24,218.0674927424564
2022-10-25,227.3657914238571
2022-10-26,243.03911605876505
2022-10-27,260.33865694279314
2022-10-28,261.1104413421451
2022-10-29,255.1913394993927
2022-10-30,260.9474016552204
2022-10-31,272.0654821339185
2022-11-01,278.8255112935677
2022-11-02,284.62945738906257
2022-11-03,303.7838037958206
2022-11-04,308.51755497384545
2022-11-05,318.2629742547008
2022-11-06,322.0239139940073
2022-11-07,322.00830339886454
2022-11-08,335.5242592656252
2022-11-09,353.87882897353796
2022-11-10,374.9936864302932
2022-11-11,403.6683465901984
2022-11-12,421.4651887857346
2022-11-13,440.66672975859586
2022-11-14,448.8044532631912
2022-11-15,457.91708359580963
2022-11-16,462.1629451429685
2022-11-17,466.21441365117647
2022-11-18,476.12717906134424
2022-11-19,472.5961901086432
2022-11-20,495.92624404524804
2022-11-21,498.1920678292146
2022-11-22,485.32129874614174
2022-11-23,491.83616777829883
2022-11-24,505.5850415251483
2022-11-25,521.6638035778839
2022-11-26,539.1912069206966
2022-11-27,549.9006876522212
2022-11-28,545.8993236333059
2022-11-29,544.7481599202816
2022-11-30,536.2715211543215
2022-12-01,543.2269746957586
2022-12-02,545.9755582425951
2022-12-03,538.0587420091869
2022-12-04,529.792022169306
2022-12-05,530.127167716685
2022-12-06,523.9035604114647
2022-12-07,510.64275128153537
2022-12-08,505.9505123414807
2022-12-09,506.41476783075257
2022-12-10,500.9500030198621
2022-12-11,492.35868446590797
2022-12-12,490.32849258182716
2022-12-13,472.0733653534108
2022-12-14,444.5707237238423
2022-12-15,419.78780809107195
2022-12-16,402.6966928908676
2022-12-17,396.5129145579211
2022-12-18,410.84692216154775
2022-12-19,430.079242202148
2022-12-20,440.03937186694696
2022-12-21,446.12725517099415
2022-12-22,438.0896327777687
2022-12-23,433.3849017099248
2022-12-24,427.4381594021768
2022-12-25,428.082736741585
2022-12-26,418.88271182260206
2022-12-27,419.9348550421064
2022-12-28,439.29900792983995
2022-12-29,449.9523778809978
2022-12-30,461.50494051687974
2022-12-31,477.0582059989423
2023-01-01,481.9155196255498
2023-01-02,487.8590175832393
2023-01-03,491.91622516723453
2023-01-04,495.86266290021763
2023-01-05,489.2944081337419
2023-01-06,485.9875773649638
2023-01-07,490.3194583986423
2023-01-08,510.6723103123899
2023-01-09,534.7352713736609
2023-01-10,575.3512375005623
2023-01-11,590.8526464220464
2023-01-12,610.961339415585
2023-01-13,625.5666592805685
2023-01-14,660.9474863981706
2023-01-15,672.81640324447
2023-01-16,670.2010912460804
2023-01-17,661.7791923017184
2023-01-18,631.5793042433835
2023-01-19,607.4903111482134
2023-01-20,584.267323352467
2023-01-21,572.4782561127336
2023-01-22,569.8458874782195
2023-01-23,591.1205163681017
2023-01-24,615.6303797602636
2023-01-25,623.753453927612
2023-01-26,618.1863223718407
2023-01-27,621.089073496456
2023-01-28,607.3279256869774
2023-01-29,621.3887421915425
2023-01-30,644.3185135429371
2023-01-31,652.7862685285173
2023-02-01,637.6493071707749
2023-02-02,645.1535988461145
2023-02-03,648.6216957082868
2023-02-04,665.8963495692718
2023-02-05,657.4680099803303
2023-02-06,645.5585059515201
2023-02-07,638.8157279308523
2023-02-08,635.6738282436285
2023-02-09,628.7279027735433
2023-02-10,632.3745466796621
2023-02-11,622.0910878707423
2023-02-12,614.5524587651349
2023-02-13,611.8128288823133
2023-02-14,616.6823169613253
2023-02-15,628.4833883457992
2023-02-16,622.408326074429
2023-02-17,600.6939186627795
2023-02-18,603.3373960785719
2023-02-19,609.2512506718026
2023-02-20,604.1577249890622
2023-02-21,620.0554332856882
2023-02-22,631.3221538751782
2023-02-23,652.5737524376381
2023-02-24,666.4749333520354
2023-02-25,699.8846169992574
2023-02-26,741.3345172969092
2023-02-27,763.5568876937515
2023-02-28,788.8891613433091
2023-03-01,812.1730369280655
2023-03-02,842.9069409693074
2023-03-03,850.1082018670912
2023-03-04,863.0015759257429
2023-03-05,883.7786942031289
2023-03-06,875.4800913324832
2023-03-07,856.6418274581064
2023-03-08,821.2080830003591
2023-03-09,797.0549543123761
2023-03-10,791.5135841691379
2023-03-11,806.5570467083473
2023-03-12,816.8122615969103
2023-03-13,842.8487770769035
2023-03-14,842.2494688663209
2023-03-15,821.7892946677093
2023-03-16,809.186617761783
2023-03-17,806.5737970054989
2023-03-18,804.9537675745993
2023-03-19,779.5124447155811
2023-03-20,763.5182105260166
2023-03-21,738.6080360062198
2023-03-22,732.0380018803021
2023-03-23,732.8351603579137
2023-03-24,722.3748980085523
2023-03-25,710.2723375908952
2023-03-26,690.6402390776335
2023-03-27,678.4488308023983
2023-03-28,682.9356936832721
2023-03-29,674.1390988557699
2023-03-30,675.2497001454826
2023-03-31,669.8929694988411
2023-04-01,657.504457123708
2023-04-02,649.1269853791734
2023-04-03,632.0175944634203
2023-04-04,615.4481682498022
2023-04-05,591.4719778105652
2023-04-06,601.0029651420195
2023-04-07,607.484720164553
2023-04-08,603.317067082162
2023-04-09,603.7242341615381
2023-04-10,602.9605978128739
2023-04-11,600.1907808092765
2023-04-12,606.2388910076393
2023-04-13,619.2978496472246
2023-04-14,621.1072110596493
2023-04-15,615.6230090193682
2023-04-16,609.3718674293797
2023-04-17,578.3381284985595
2023-04-18,541.8755923936849
2023-04-19,536.7405619400944
2023-04-20,553.7391562299555
2023-04-21,561.2898803291955
2023-04-22,573.0789983454088
2023-04-23,584.2274710096592
2023-04-24,628.2031243096723
2023-04-25,668.3634152268951
2023-04-26,691.2645786794595
2023-04-27,693.878791463793
2023-04-28,676.5099632913024
2023-04-29,668.8702300182146
2023-04-30,655.5501811109503
2023-05-01,630.8311072514197
2023-05-02,608.5807883247909
2023-05-03,582.592020925441
2023-05-04,587.5844601067017
2023-05-05,601.4996006988517
2023-05-06,610.0930133583422
2023-05-07,633.3483906207167
2023-05-08,648.570036669913
2023-05-09,647.7076138834915
2023-05-10,665.8076491388746
2023-05-11,683.4745908163203
2023-05-12,681.9678019708703
2023-05-13,679.119664526597
2023-05-14,667.2433630194159
2023-05-15,643.8639853435353
2023-05-16,641.2904893083866
2023-05-17,662.9993913729388
2023-05-18,659.5819217258406
2023-05-19,664.6270707778684
2023-05-20,660.1864493796232
2023-05-21,652.0165719354998
2023-05-22,640.3459183781592
2023-05-23,623.3156370075972
2023-05-24,614.0197277205978
2023-05-25,598.8107807514657
2023-05-26,593.2708944793445
2023-05-27,589.6841054026821
2023-05-28,585.0046553942879
2023-05-29,571.6462214447521
2023-05-30,557.0499051082106
2023-05-31,557.6968100161948
2023-06-01,564.4359592124779
2023-06-02,557.0887857926651
2023-06-03,554.2124694059281
2023-06-04,561.8433250543475
2023-06-05,546.7289750699425
2023-06-06,544.5206873878587
2023-06-07,535.5842296712584
2023-06-08,537.4095390644161
2023-06-09,529.6856148218005
2023-06-10,503.7326750682569
2023-06-11,468.97040196153284
2023-06-12,449.03005745743496
2023-06-13,440.522520775634
2023-06-14,424.90619926530053
2023-06-15,423.53951586442895
2023-06-16,403.12126507667847
2023-06-17,390.4173570202604
2023-06-18,368.60281778926003
2023-06-19,348.03206095703393
2023-06-20,336.5983909134952
2023-06-21,319.75322850396464
2023-06-22,305.37146452748834
2023-06-23,309.1579198521758
2023-06-24,304.8470906127105
2023-06-25,312.6288984138131
2023-06-26,304.08150083858317
2023-06-27,305.6507124284286
2023-06-28,324.23106283023066
2023-06-29,306.0595390697844
2023-06-30,285.933881747871
2023-07-01,281.1233528808894
2023-07-02,276.14049092818453
2023-07-03,277.94452423701733
2023-07-04,272.1191219817272
2023-07-05,270.00295807822783
2023-07-06,267.20513291142333
2023-07-07,279.8798225512583
2023-07-08,290.87768645477377
2023-07-09,301.8676367417856
2023-07-10,303.85908332052304
2023-07-11,299.54267657889557
2023-07-12,292.10213428008365
2023-07-13,292.711234609336
2023-07-14,288.3648810370443
2023-07-15,289.5743671764262
2023-07-16,315.5448684438007
2023-07-17,341.9206656454056
2023-07-18,354.17386158035447
2023-07-19,376.28034620729113
2023-07-20,384.98733250719454
2023-07-21,366.0940298650023
2023-07-22,343.00101254867815
2023-07-23,307.03569910657336
2023-07-24,281.5783492328148
2023-07-25,266.86495985883425
2023-07-26,278.4941739817494
2023-07-27,289.7348309406684
2023-07-28,294.1900187703134
2023-07-29,307.1559984423023
2023-07-30,288.741962537401
2023-07-31,280.860915691763
2023-08-01,285.72266991102384
2023-08-02,271.2366874932222
2023-08-03,276.6101465610244
2023-08-04,284.2361788916387
2023-08-05,284.16834332319763
2023-08-06,292.06102437540846
2023-08-07,324.3849473003876
2023-08-08,346.3016961160771
2023-08-09,362.7703924410948
2023-08-10,367.47927944162257
2023-08-11,360.44647920836167
2023-08-12,366.5308288669361
2023-08-13,360.24843275117433
2023-08-14,357.67778992834997
2023-08-15,350.743514873474
2023-08-16,352.67070774950514
2023-08-17,358.1709687385671
2023-08-18,374.26160466309915
2023-08-19,378.1357894315614
2023-08-20,377.5618010691183
2023-08-21,365.81224346226475
2023-08-22,353.77098977723927
2023-08-23,351.4138434827622
2023-08-24,359.42341910582024
2023-08-25,353.50318058952354
2023-08-26,360.7263085210134
2023-08-27,381.6678395855667
2023-08-28,399.5339770629831
2023-08-29,433.1152093001298
2023-08-30,444.3184782531749
2023-08-31,436.44458318526495
2023-09-01,410.7156031576676
2023-09-02,413.57074687897943
2023-09-03,423.4762209880152
2023-09-04,429.0924894025112
2023-09-05,436.1618739670467
2023-09-06,427.2376361381874
2023-09-07,451.5721171962738
2023-09-08,468.06346001482837
2023-09-09,479.6110032412198
2023-09-10,495.588728663839
2023-09-11,511.287474698251
2023-09-12,523.7333306102479
2023-09-13,522.0551506921022
2023-09-14,527.0458630268467
2023-09-15,552.9645843853939
2023-09-16,585.0008577543819
2023-09-17,623.6808612954475
2023-09-18,641.0942753029126
2023-09-19,640.0070658642886
2023-09-20,638.1852971599186
2023-09-21,638.1009348847608
2023-09-22,651.5206157413177
2023-09-23,639.6028486986738
2023-09-24,651.1467923066149
2023-09-25,656.5170636884317
2023-09-26,654.9566536781526
2023-09-27,642.2151551688634
2023-09-28,615.0519760009004
2023-09-29,608.9721155076656
2023-09-30,606.5440148179857
2023-10-01,589.947623607285
2023-10-02,564.7888436161013
2023-10-03,546.0041592299094
2023-10-04,555.1016069016671
2023-10-05,557.7849792883585
2023-10-06,541.697287282956
2023-10-07,529.4357553106832
2023-10-08,519.1461532903475
2023-10-09,480.94975236284716
2023-10-10,457.72037340813324
2023-10-11,441.3515316728007
2023-10-12,440.22470300936226
2023-10-13,462.0760789506433
2023-10-14,489.04568486998505
2023-10-15,502.3407841349321
2023-10-16,497.3795327890003
2023-10-17,525.6230996204396
2023-10-18,543.6198609274769
2023-10-19,554.9250692146547
2023-10-20,561.7586931416414
2023-10-21,568.5758846270477
2023-10-22,571.2738745752041
2023-10-23,566.3487244615351
2023-10-24,557.171327098449
2023-10-25,551.6118494380054
2023-10-26,542.095065588134
2023-10-27,528.1708458860852
2023-10-28,521.4334767971587
2023-10-29,514.6713287347526
2023-10-30,529.0019557603011
2023-10-31,506.1286942749141
2023-11-01,505.84281960675145
2023-11-02,520.9643171158255
2023-11-03,505.496532832372
2023-11-04,492.44361113333576
2023-11-05,480.4945677219645
2023-11-06,456.7750013385279
2023-11-07,433.5494612573754
2023-11-08,406.627227063094
2023-11-09,411.8411318676086
2023-11-10,426.53761546808687
2023-11-11,450.95416676830376
2023-11-12,474.60416231695274
2023-11-13,475.58553839153535
2023-11-14,470.2201208409277
2023-11-15,473.213365045298
2023-11-16,460.6837778612169
2023-11-17,462.06200671283693
2023-11-18,460.3450392459113
2023-11-19,455.1570090751608
2023-11-20,460.9157105911523
2023-11-21,470.0420912385797
2023-11-22,471.5263256372072
2023-11-23,486.6688239167547
2023-11-24,483.12156295328447
2023-11-25,488.7244336585334
2023-11-26,499.5433711773034
2023-11-27,502.6601764167975
2023-11-28,508.7838558273994
2023-11-29,497.7847005571369
2023-11-30,502.61353162546214
2023-12-01,503.6320046291415
2023-12-02,498.3104121851206
2023-12-03,508.04556742875076
2023-12-04,505.77453628841573
2023-12-05,487.85038204785195
2023-12-06,458.75633942122687
2023-12-07,448.91203326139953
2023-12-08,427.98029733554773
2023-12-09,436.81878596384905
2023-12-10,417.4787262462251
2023-12-11,426.5721668351312
2023-12-12,434.90044079490633
2023-12-13,439.07684782832666
2023-12-14,435.3836630066715
2023-12-15,438.2973854859032
2023-12-16,439.9340025443441
2023-12-17,454.49559536360687
2023-12-18,464.94328283910903
2023-12-19,473.35551646195285
2023-12-20,474.37951008909283
2023-12-21,474.65055878072405
2023-12-22,478.8468092224075
2023-12-23,461.18253877553803
2023-12-24,434.7457514421478
2023-12-25,428.14284817038623
2023-12-26,426.5714914648646
2023-12-27,423.7608774053195
2023-12-28,422.63571616637716
2023-12-29,426.47159988735183
2023-12-30,422.63601395622425
2023-12-31,411.33500569271996
