date,eeg_alpha_power,emg_rms
2022-01-01 01:10:00,40.4293,27.8633
2022-01-01 01:11:00,40.3041,31.1537
2022-01-01 01:12:00,44.0567,28.9127
2022-01-01 01:13:00,44.3394,24.2792
2022-01-01 01:14:00,44.4734,20.8484
2022-01-01 01:15:00,42.818,22.0295
2022-01-01 01:16:00,41.7228,26.6654
2022-01-01 01:17:00,40.68,28.5823
2022-01-01 01:18:00,41.5491,27.4267
2022-01-01 01:19:00,43.7058,28.2042
2022-01-01 01:20:00,45.0932,31.839
2022-01-01 01:21:00,45.5425,30.1671
2022-01-01 01:22:00,47.8029,27.4429
2022-01-01 01:23:00,49.2344,28.3356
2022-01-01 01:24:00,52.6045,31.0295
2022-01-01 01:25:00,51.3604,31.353
2022-01-01 01:26:00,53.7195,31.6307
2022-01-01 01:27:00,53.7351,34.995
2022-01-01 01:28:00,51.6145,32.0014
2022-01-01 01:29:00,50.1923,30.4894
2022-01-01 01:30:00,47.1405,34.373
2022-01-01 01:31:00,46.3136,34.9441
2022-01-01 01:32:00,44.8583,32.7535
2022-01-01 01:33:00,44.4139,29.7279
2022-01-01 01:34:00,42.2576,28.354
2022-01-01 01:35:00,40.5289,29.5804
2022-01-01 01:36:00,39.6224,28.5325
2022-01-01 01:37:00,38.6682,28.74
2022-01-01 01:38:00,40.9069,32.401
2022-01-01 01:39:00,43.1078,36.6513
2022-01-01 01:40:00,44.6175,42.3106
2022-01-01 01:41:00,42.0572,45.7468
2022-01-01 01:42:00,41.3,46.7179
2022-01-01 01:43:00,43.0985,49.2286
2022-01-01 01:44:00,42.8556,48.401
2022-01-01 01:45:00,42.3949,44.9669
2022-01-01 01:46:00,36.7448,42.597
2022-01-01 01:47:00,31.4644,39.614
2022-01-01 01:48:00,24.8969,39.7954
2022-01-01 01:49:00,21.5784,41.1158
2022-01-01 01:50:00,19.6062,40.3274
2022-01-01 01:51:00,18.4702,35.7551
2022-01-01 01:52:00,17.2127,31.3456
2022-01-01 01:53:00,18.5224,33.0821
2022-01-01 01:54:00,17.202,38.8117
2022-01-01 01:55:00,16.5303,44.7455
2022-01-01 01:56:00,17.43,47.4335
2022-01-01 01:57:00,17.8034,45.3965
2022-01-01 01:58:00,18.0506,42.6458
2022-01-01 01:59:00,16.9082,43.3882
2022-01-01 02:00:00,15.8834,48.9943
2022-01-01 02:01:00,16.8166,53.4239
2022-01-01 02:02:00,13.8942,54.42
2022-01-01 02:03:00,12.1952,54.7483
2022-01-01 02:04:00,10.3933,52.5012
2022-01-01 02:05:00,9.4495,48.2279
2022-01-01 02:06:00,12.2839,45.2107
2022-01-01 02:07:00,13.1869,44.1773
2022-01-01 02:08:00,16.4972,41.969
2022-01-01 02:09:00,20.4149,44.1827
2022-01-01 02:10:00,22.7223,44.6247
2022-01-01 02:11:00,24.2286,43.2635
2022-01-01 02:12:00,25.4445,41.3319
2022-01-01 02:13:00,24.6695,38.0273
2022-01-01 02:14:00,25.3932,35.1026
2022-01-01 02:15:00,24.6901,37.4823
2022-01-01 02:16:00,24.3495,40.6556
2022-01-01 02:17:00,20.1717,41.3916
2022-01-01 02:18:00,16.2634,40.9568
2022-01-01 02:19:00,15.0024,43.1606
2022-01-01 02:20:00,12.1947,45.2249
2022-01-01 02:21:00,11.1439,45.027
2022-01-01 02:22:00,9.5307,45.5946
2022-01-01 02:23:00,10.2902,44.2298
2022-01-01 02:24:00,12.8255,42.2856
2022-01-01 02:25:00,14.3832,44.5115
2022-01-01 02:26:00,15.049,50.056
2022-01-01 02:27:00,15.318,50.3403
2022-01-01 02:28:00,15.2537,48.7439
2022-01-01 02:29:00,17.1879,48.9582
2022-01-01 02:30:00,22.5856,48.9533
2022-01-01 02:31:00,22.9817,50.8642
2022-01-01 02:32:00,21.1808,49.9516
2022-01-01 02:33:00,22.4828,49.3989
2022-01-01 02:34:00,20.9902,51.5853
2022-01-01 02:35:00,17.5572,56.2703
2022-01-01 02:36:00,19.3465,55.9001
2022-01-01 02:37:00,19.7205,54.1561
2022-01-01 02:38:00,19.3745,54.6681
2022-01-01 02:39:00,18.1835,54.6736
2022-01-01 02:40:00,18.5074,52.5285
2022-01-01 02:41:00,16.5971,48.6051
2022-01-01 02:42:00,18.7106,48.8259
2022-01-01 02:43:00,21.2184,51.1403
2022-01-01 02:44:00,22.5143,54.3472
2022-01-01 02:45:00,22.2638,54.0675
2022-01-01 02:46:00,22.3707,51.9358
2022-01-01 02:47:00,24.3778,54.8032
2022-01-01 02:48:00,30.2811,58.7613
2022-01-01 02:49:00,36.35,61.4751
2022-01-01 02:50:00,41.6344,63.7176
2022-01-01 02:51:00,44.7575,60.6349
2022-01-01 02:52:00,48.8476,60.6593
2022-01-01 02:53:00,50.6405,58.6676
2022-01-01 02:54:00,52.4022,55.3128
2022-01-01 02:55:00,55.6664,55.1901
2022-01-01 02:56:00,58.7495,55.9975
2022-01-01 02:57:00,59.4503,55.3904
2022-01-01 02:58:00,57.2819,54.8611
2022-01-01 02:59:00,57.1988,54.6694
2022-01-01 03:00:00,57.6019,55.6841
2022-01-01 03:01:00,59.7015,57.3431
2022-01-01 03:02:00,61.1597,58.2966
2022-01-01 03:03:00,61.4713,59.4699
2022-01-01 03:04:00,63.7239,60.6168
2022-01-01 03:05:00,66.9301,61.5962
2022-01-01 03:06:00,65.0586,62.9138
2022-01-01 03:07:00,61.4429,63.217
2022-01-01 03:08:00,59.8208,62.8457
2022-01-01 03:09:00,58.9277,64.7892
2022-01-01 03:10:00,58.1987,64.8037
2022-01-01 03:11:00,59.3613,61.8461
2022-01-01 03:12:00,63.6898,61.6727
2022-01-01 03:13:00,64.2555,63.3855
2022-01-01 03:14:00,64.4668,66.2236
2022-01-01 03:15:00,64.5389,67.7517
2022-01-01 03:16:00,64.9299,68.3424
2022-01-01 03:17:00,62.9047,68.1527
2022-01-01 03:18:00,62.5756,64.9697
2022-01-01 03:19:00,62.386,62.8704
2022-01-01 03:20:00,65.8599,64.2805
2022-01-01 03:21:00,68.3555,65.7165
2022-01-01 03:22:00,68.3448,68.0204
2022-01-01 03:23:00,65.5086,70.5383
2022-01-01 03:24:00,63.6256,71.0562
2022-01-01 03:25:00,61.0842,75.6162
2022-01-01 03:26:00,58.7596,81.7313
2022-01-01 03:27:00,57.9333,82.9245
2022-01-01 03:28:00,57.7282,82.3442
2022-01-01 03:29:00,57.7891,85.3379
2022-01-01 03:30:00,60.1537,91.1621
2022-01-01 03:31:00,62.0162,97.1844
2022-01-01 03:32:00,67.757,96.9515
2022-01-01 03:33:00,71.0436,96.488
2022-01-01 03:34:00,71.9661,100.3999
2022-01-01 03:35:00,69.6364,102.5022
2022-01-01 03:36:00,65.859,105.9431
2022-01-01 03:37:00,65.2972,108.0506
2022-01-01 03:38:00,66.0549,109.2685
2022-01-01 03:39:00,66.2253,109.1801
2022-01-01 03:40:00,65.8478,107.9345
2022-01-01 03:41:00,63.9935,106.215
2022-01-01 03:42:00,62.6445,105.5952
2022-01-01 03:43:00,62.1147,104.2011
2022-01-01 03:44:00,58.2013,106.2858
2022-01-01 03:45:00,57.3842,107.5429
2022-01-01 03:46:00,53.3354,107.9512
2022-01-01 03:47:00,51.7844,107.9772
2022-01-01 03:48:00,50.9389,110.3338
2022-01-01 03:49:00,51.1058,112.3714
2022-01-01 03:50:00,50.1537,114.231
2022-01-01 03:51:00,52.8175,115.7641
2022-01-01 03:52:00,55.7289,119.0237
2022-01-01 03:53:00,58.6409,120.6744
2022-01-01 03:54:00,60.0987,117.1343
2022-01-01 03:55:00,60.9529,115.9501
2022-01-01 03:56:00,63.2127,117.1531
2022-01-01 03:57:00,67.0012,117.1567
2022-01-01 03:58:00,71.8103,116.3466
2022-01-01 03:59:00,74.5787,116.0573
2022-01-01 04:00:00,76.4098,116.3586
2022-01-01 04:01:00,78.2167,118.5193
2022-01-01 04:02:00,78.9387,119.3231
2022-01-01 04:03:00,78.2518,120.7876
2022-01-01 04:04:00,78.3578,118.2493
2022-01-01 04:05:00,79.442,116.7407
2022-01-01 04:06:00,81.1426,114.2014
2022-01-01 04:07:00,82.09,114.0429
2022-01-01 04:08:00,81.5594,120.0708
2022-01-01 04:09:00,82.2827,120.9275
2022-01-01 04:10:00,83.5012,122.6251
2022-01-01 04:11:00,82.5975,123.0044
2022-01-01 04:12:00,83.8696,122.1387
2022-01-01 04:13:00,85.9785,123.8933
2022-01-01 04:14:00,87.0847,123.3623
2022-01-01 04:15:00,85.4371,122.6484
2022-01-01 04:16:00,82.3273,120.7432
2022-01-01 04:17:00,81.3612,121.7546
2022-01-01 04:18:00,79.8275,122.513
2022-01-01 04:19:00,78.4158,121.2501
2022-01-01 04:20:00,75.5156,119.9581
2022-01-01 04:21:00,75.2946,117.748
2022-01-01 04:22:00,71.6455,116.3461
2022-01-01 04:23:00,69.4174,112.163
2022-01-01 04:24:00,68.6844,113.5746
2022-01-01 04:25:00,69.2263,117.3453
2022-01-01 04:26:00,70.2283,118.3454
2022-01-01 04:27:00,68.4142,115.2487
2022-01-01 04:28:00,66.5003,114.4982
2022-01-01 04:29:00,63.9322,115.8735
2022-01-01 04:30:00,60.235,114.3275
2022-01-01 04:31:00,54.8607,113.259
2022-01-01 04:32:00,52.5984,112.8404
2022-01-01 04:33:00,53.3162,107.1026
2022-01-01 04:34:00,52.5297,104.1834
2022-01-01 04:35:00,53.3347,105.9352
2022-01-01 04:36:00,54.6131,104.5188
2022-01-01 04:37:00,53.5722,102.3244
2022-01-01 04:38:00,52.6922,101.9966
2022-01-01 04:39:00,52.1982,100.5018
2022-01-01 04:40:00,53.1896,99.961
2022-01-01 04:41:00,53.8834,101.8762
2022-01-01 04:42:00,51.098,102.8535
2022-01-01 04:43:00,52.8516,102.5027
2022-01-01 04:44:00,54.5261,100.4308
2022-01-01 04:45:00,53.6873,98.7216
2022-01-01 04:46:00,50.5085,97.0935
2022-01-01 04:47:00,47.2606,100.1222
2022-01-01 04:48:00,44.9313,103.5764
2022-01-01 04:49:00,42.5339,107.2961
2022-01-01 04:50:00,40.4831,111.9705
2022-01-01 04:51:00,37.6593,111.2117
2022-01-01 04:52:00,37.2599,113.3463
2022-01-01 04:53:00,35.32,115.365
2022-01-01 04:54:00,35.4013,116.3608
2022-01-01 04:55:00,36.8559,115.8065
2022-01-01 04:56:00,35.1449,115.0083
2022-01-01 04:57:00,33.555,112.5492
2022-01-01 04:58:00,34.5224,112.9812
2022-01-01 04:59:00,35.5455,114.0685
2022-01-01 05:00:00,37.8739,114.5982
2022-01-01 05:01:00,41.3092,113.5745
2022-01-01 05:02:00,41.3694,112.7811
2022-01-01 05:03:00,40.8101,112.581
2022-01-01 05:04:00,41.2074,111.7371
2022-01-01 05:05:00,41.0892,108.6951
2022-01-01 05:06:00,41.7802,107.326
2022-01-01 05:07:00,44.9401,109.796
2022-01-01 05:08:00,46.4417,110.4099
2022-01-01 05:09:00,47.7672,113.8223
2022-01-01 05:10:00,48.355,116.587
2022-01-01 05:11:00,45.0435,118.8507
2022-01-01 05:12:00,41.7605,121.2327
2022-01-01 05:13:00,39.5956,120.6878
2022-01-01 05:14:00,37.5805,120.8161
2022-01-01 05:15:00,37.8844,120.6079
2022-01-01 05:16:00,39.9584,120.7646
2022-01-01 05:17:00,39.7911,122.653
2022-01-01 05:18:00,41.5422,122.1321
2022-01-01 05:19:00,41.4641,123.6677
2022-01-01 05:20:00,41.852,124.3541
2022-01-01 05:21:00,41.2226,121.9918
2022-01-01 05:22:00,38.3048,121.0117
2022-01-01 05:23:00,35.1324,119.13
2022-01-01 05:24:00,30.244,115.7339
2022-01-01 05:25:00,28.8336,111.9519
2022-01-01 05:26:00,30.3195,114.8918
2022-01-01 05:27:00,32.5827,119.135
2022-01-01 05:28:00,33.0813,121.1535
2022-01-01 05:29:00,34.4278,122.9029
2022-01-01 05:30:00,31.4652,124.8312
2022-01-01 05:31:00,31.5048,127.9968
2022-01-01 05:32:00,34.6889,130.0643
2022-01-01 05:33:00,37.4736,130.8139
2022-01-01 05:34:00,37.9327,128.6571
2022-01-01 05:35:00,39.5416,125.8009
2022-01-01 05:36:00,40.3943,125.7759
2022-01-01 05:37:00,38.8687,123.6288
2022-01-01 05:38:00,35.4789,123.7362
2022-01-01 05:39:00,33.1091,124.7113
2022-01-01 05:40:00,31.7763,124.0239
2022-01-01 05:41:00,26.3486,126.9221
2022-01-01 05:42:00,28.5709,127.1561
2022-01-01 05:43:00,28.9812,126.2655
2022-01-01 05:44:00,31.549,125.6212
2022-01-01 05:45:00,33.0353,128.595
2022-01-01 05:46:00,36.1832,129.1576
2022-01-01 05:47:00,41.9723,128.2475
2022-01-01 05:48:00,44.2574,127.1525
2022-01-01 05:49:00,44.9997,127.5821
2022-01-01 05:50:00,46.5995,129.9203
2022-01-01 05:51:00,49.3792,128.0813
2022-01-01 05:52:00,51.45,125.582
2022-01-01 05:53:00,52.459,125.6221
2022-01-01 05:54:00,50.6702,127.0114
2022-01-01 05:55:00,50.0317,126.9974
2022-01-01 05:56:00,48.0222,126.6698
2022-01-01 05:57:00,47.1217,128.388
2022-01-01 05:58:00,49.0129,131.3383
2022-01-01 05:59:00,50.9508,128.0672
2022-01-01 06:00:00,52.8502,125.1924
2022-01-01 06:01:00,51.3058,124.1356
2022-01-01 06:02:00,51.5183,124.0116
2022-01-01 06:03:00,50.862,125.5837
2022-01-01 06:04:00,47.1822,124.8505
2022-01-01 06:05:00,47.7129,123.3831
2022-01-01 06:06:00,47.7071,123.3364
2022-01-01 06:07:00,47.9231,124.6783
2022-01-01 06:08:00,49.0241,123.9472
2022-01-01 06:09:00,52.0114,123.0383
2022-01-01 06:10:00,52.3944,120.6808
2022-01-01 06:11:00,55.31,119.3008
2022-01-01 06:12:00,56.8939,119.4864
2022-01-01 06:13:00,56.3581,117.1889
2022-01-01 06:14:00,56.2822,117.8336
2022-01-01 06:15:00,55.0955,120.3402
2022-01-01 06:16:00,54.2391,119.2869
2022-01-01 06:17:00,56.4393,118.7565
2022-01-01 06:18:00,54.1887,119.6378
2022-01-01 06:19:00,52.9942,116.3695
2022-01-01 06:20:00,52.2148,113.3419
2022-01-01 06:21:00,51.1103,113.4185
2022-01-01 06:22:00,49.5415,110.779
2022-01-01 06:23:00,49.768,107.9763
2022-01-01 06:24:00,48.6548,108.5663
2022-01-01 06:25:00,42.6757,110.1162
2022-01-01 06:26:00,36.5056,108.0182
2022-01-01 06:27:00,32.3843,108.6895
2022-01-01 06:28:00,31.5735,111.1344
2022-01-01 06:29:00,31.9499,113.0306
2022-01-01 06:30:00,28.0964,118.3906
2022-01-01 06:31:00,26.8011,120.7939
2022-01-01 06:32:00,26.1144,122.5657
2022-01-01 06:33:00,24.6254,120.7649
2022-01-01 06:34:00,22.7355,120.2124
2022-01-01 06:35:00,22.6081,125.7198
2022-01-01 06:36:00,22.9324,130.1359
2022-01-01 06:37:00,21.1753,130.3594
2022-01-01 06:38:00,18.1474,126.8061
2022-01-01 06:39:00,16.5961,124.0436
2022-01-01 06:40:00,19.0098,124.3712
2022-01-01 06:41:00,22.1789,120.9853
2022-01-01 06:42:00,24.9617,119.1142
2022-01-01 06:43:00,24.5607,118.4199
2022-01-01 06:44:00,22.8834,116.1921
2022-01-01 06:45:00,23.1806,115.8875
2022-01-01 06:46:00,24.8333,115.1865
2022-01-01 06:47:00,24.3554,113.3615
2022-01-01 06:48:00,23.8781,111.6462
2022-01-01 06:49:00,22.2127,108.9264
2022-01-01 06:50:00,20.3759,108.3259
2022-01-01 06:51:00,21.3148,105.1477
2022-01-01 06:52:00,21.4749,103.3903
2022-01-01 06:53:00,20.0565,104.8341
2022-01-01 06:54:00,16.7816,107.5613
2022-01-01 06:55:00,14.9037,109.6409
2022-01-01 06:56:00,13.5089,112.6814
2022-01-01 06:57:00,15.5436,111.7201
2022-01-01 06:58:00,15.3329,109.6099
2022-01-01 06:59:00,13.6999,107.6646
2022-01-01 07:00:00,14.1361,103.083
2022-01-01 07:01:00,14.9722,101.8849
2022-01-01 07:02:00,15.6207,104.0913
2022-01-01 07:03:00,16.4599,104.9793
2022-01-01 07:04:00,16.2741,107.2849
2022-01-01 07:05:00,16.4828,108.2896
2022-01-01 07:06:00,18.1331,107.2308
2022-01-01 07:07:00,17.1697,107.854
2022-01-01 07:08:00,18.3697,109.2508
2022-01-01 07:09:00,21.069,111.6087
2022-01-01 07:10:00,21.7168,111.4258
2022-01-01 07:11:00,27.3679,107.7262
2022-01-01 07:12:00,33.9334,104.1981
2022-01-01 07:13:00,34.5202,101.0997
2022-01-01 07:14:00,36.7,100.6345
2022-01-01 07:15:00,39.2543,102.6154
2022-01-01 07:16:00,38.6928,105.5632
2022-01-01 07:17:00,39.2733,105.1857
2022-01-01 07:18:00,38.6889,103.4862
2022-01-01 07:19:00,39.9054,101.6614
2022-01-01 07:20:00,38.7345,101.6338
2022-01-01 07:21:00,36.2014,102.5382
2022-01-01 07:22:00,38.0841,103.5038
2022-01-01 07:23:00,39.0541,102.3433
2022-01-01 07:24:00,40.8376,99.3377
2022-01-01 07:25:00,43.4409,97.6277
2022-01-01 07:26:00,44.4712,95.2169
2022-01-01 07:27:00,44.1165,97.1191
2022-01-01 07:28:00,44.668,99.986
2022-01-01 07:29:00,48.0156,98.1325
2022-01-01 07:30:00,49.9674,98.9426
2022-01-01 07:31:00,51.6398,99.8229
2022-01-01 07:32:00,52.0639,99.7137
2022-01-01 07:33:00,52.7627,101.8378
2022-01-01 07:34:00,52.0993,103.9372
2022-01-01 07:35:00,52.2591,103.502
2022-01-01 07:36:00,54.003,103.8113
2022-01-01 07:37:00,57.4412,101.3022
2022-01-01 07:38:00,60.9358,96.8175
2022-01-01 07:39:00,63.6125,96.4018
2022-01-01 07:40:00,68.5869,96.9725
2022-01-01 07:41:00,71.1764,94.9927
2022-01-01 07:42:00,72.2647,94.0817
2022-01-01 07:43:00,69.5751,95.1228
2022-01-01 07:44:00,68.7041,93.6415
2022-01-01 07:45:00,69.4819,94.42
2022-01-01 07:46:00,71.9878,97.8714
2022-01-01 07:47:00,73.2506,100.3727
2022-01-01 07:48:00,78.2331,98.7451
2022-01-01 07:49:00,82.6899,97.7805
2022-01-01 07:50:00,83.3637,100.0801
2022-01-01 07:51:00,84.5988,100.0008
2022-01-01 07:52:00,85.4231,97.6742
2022-01-01 07:53:00,88.4651,94.6918
2022-01-01 07:54:00,90.4175,91.7327
2022-01-01 07:55:00,90.195,89.5336
2022-01-01 07:56:00,90.855,89.99
2022-01-01 07:57:00,90.4591,92.8342
2022-01-01 07:58:00,87.3089,91.4815
2022-01-01 07:59:00,84.2777,91.0029
2022-01-01 08:00:00,83.104,93.0872
2022-01-01 08:01:00,81.694,95.3221
2022-01-01 08:02:00,83.4777,98.2952
2022-01-01 08:03:00,82.2843,97.1974
2022-01-01 08:04:00,80.4307,93.6937
2022-01-01 08:05:00,77.7942,94.4627
2022-01-01 08:06:00,76.8144,97.7394
2022-01-01 08:07:00,78.9195,95.6169
2022-01-01 08:08:00,80.2515,91.9005
2022-01-01 08:09:00,80.7543,92.624
2022-01-01 08:10:00,83.3919,93.668
2022-01-01 08:11:00,89.0975,95.3343
2022-01-01 08:12:00,93.0161,96.5615
2022-01-01 08:13:00,91.7369,98.0298
2022-01-01 08:14:00,88.7983,96.6352
2022-01-01 08:15:00,88.1733,93.8579
2022-01-01 08:16:00,88.4953,91.6951
2022-01-01 08:17:00,84.8013,91.6879
2022-01-01 08:18:00,83.6476,93.4883
2022-01-01 08:19:00,84.0994,94.8206
2022-01-01 08:20:00,81.8414,94.3324
2022-01-01 08:21:00,83.4426,93.9176
2022-01-01 08:22:00,84.5208,93.5656
2022-01-01 08:23:00,85.9933,93.4495
2022-01-01 08:24:00,85.681,94.2825
2022-01-01 08:25:00,88.4399,95.2173
2022-01-01 08:26:00,94.0385,95.3477
2022-01-01 08:27:00,97.3127,92.6681
2022-01-01 08:28:00,101.6994,89.3389
2022-01-01 08:29:00,101.9658,87.67
2022-01-01 08:30:00,102.0753,84.3115
2022-01-01 08:31:00,100.3145,84.5846
2022-01-01 08:32:00,98.912,86.3692
2022-01-01 08:33:00,96.371,90.2964
2022-01-01 08:34:00,94.3334,94.3297
2022-01-01 08:35:00,94.2993,96.0915
2022-01-01 08:36:00,91.2456,97.8406
2022-01-01 08:37:00,87.2338,101.2868
2022-01-01 08:38:00,84.2343,102.0327
2022-01-01 08:39:00,83.6452,102.1526
2022-01-01 08:40:00,86.4471,102.4515
2022-01-01 08:41:00,87.2915,102.7878
2022-01-01 08:42:00,87.6546,103.5126
2022-01-01 08:43:00,87.0402,104.4713
2022-01-01 08:44:00,85.6504,106.7741
2022-01-01 08:45:00,85.1968,111.4517
2022-01-01 08:46:00,84.1709,113.0226
2022-01-01 08:47:00,85.1212,110.8554
2022-01-01 08:48:00,85.3865,108.9228
2022-01-01 08:49:00,86.7597,110.2714
2022-01-01 08:50:00,89.6011,111.2327
2022-01-01 08:51:00,92.6643,108.4591
2022-01-01 08:52:00,93.1859,107.8083
2022-01-01 08:53:00,94.4633,107.7365
2022-01-01 08:54:00,96.6376,106.5092
2022-01-01 08:55:00,97.6898,105.598
2022-01-01 08:56:00,101.1664,103.7431
2022-01-01 08:57:00,103.034,102.2511
2022-01-01 08:58:00,103.3494,103.2456
2022-01-01 08:59:00,102.6358,108.0803
2022-01-01 09:00:00,102.983,113.9199
2022-01-01 09:01:00,104.7083,112.8146
2022-01-01 09:02:00,105.5122,110.9502
2022-01-01 09:03:00,108.0428,112.7209
2022-01-01 09:04:00,113.1469,115.7334
2022-01-01 09:05:00,114.6869,116.2049
2022-01-01 09:06:00,116.9598,114.6793
2022-01-01 09:07:00,120.9359,116.9086
2022-01-01 09:08:00,122.2856,121.054
2022-01-01 09:09:00,120.9406,121.2042
2022-01-01 09:10:00,121.395,121.439
2022-01-01 09:11:00,122.4928,122.6255
2022-01-01 09:12:00,121.9811,122.9003
2022-01-01 09:13:00,122.726,124.5286
2022-01-01 09:14:00,123.8111,126.3961
2022-01-01 09:15:00,124.141,124.723
2022-01-01 09:16:00,125.3933,120.4858
2022-01-01 09:17:00,125.5669,120.7755
2022-01-01 09:18:00,126.6511,120.9252
2022-01-01 09:19:00,122.682,121.6032
2022-01-01 09:20:00,119.6134,122.9942
2022-01-01 09:21:00,117.9508,128.0379
2022-01-01 09:22:00,114.8707,130.2378
2022-01-01 09:23:00,112.6006,131.0534
2022-01-01 09:24:00,110.1201,133.3195
2022-01-01 09:25:00,108.6892,134.096
2022-01-01 09:26:00,105.402,134.4852
2022-01-01 09:27:00,101.0637,134.062
2022-01-01 09:28:00,96.4891,133.0764
2022-01-01 09:29:00,91.9871,132.6307
2022-01-01 09:30:00,87.2866,133.6369
2022-01-01 09:31:00,84.3794,136.3219
2022-01-01 09:32:00,85.9799,135.1166
2022-01-01 09:33:00,88.2415,135.5226
2022-01-01 09:34:00,86.439,137.6675
2022-01-01 09:35:00,87.5745,140.1795
2022-01-01 09:36:00,89.2646,139.5315
2022-01-01 09:37:00,89.8704,136.3734
2022-01-01 09:38:00,88.0979,134.938
2022-01-01 09:39:00,89.9426,133.3004
2022-01-01 09:40:00,89.1434,131.7573
2022-01-01 09:41:00,88.0554,131.1559
2022-01-01 09:42:00,90.4511,134.2967
2022-01-01 09:43:00,92.3328,138.0679
2022-01-01 09:44:00,94.6878,139.9139
2022-01-01 09:45:00,96.0157,137.232
2022-01-01 09:46:00,96.5199,139.0324
2022-01-01 09:47:00,97.0993,137.2826
2022-01-01 09:48:00,99.9207,133.934
2022-01-01 09:49:00,101.6539,134.7376
2022-01-01 09:50:00,103.9292,140.3214
2022-01-01 09:51:00,103.0207,144.449
2022-01-01 09:52:00,103.6321,144.4395
2022-01-01 09:53:00,104.7959,142.003
2022-01-01 09:54:00,105.8592,144.3241
2022-01-01 09:55:00,108.8043,145.5324
2022-01-01 09:56:00,113.3471,148.8069
2022-01-01 09:57:00,117.9665,152.6211
2022-01-01 09:58:00,121.0204,154.0299
2022-01-01 09:59:00,123.3584,155.6547
2022-01-01 10:00:00,125.2966,158.8316
2022-01-01 10:01:00,128.2762,161.6383
2022-01-01 10:02:00,128.3377,158.8893
2022-01-01 10:03:00,125.6676,158.9695
2022-01-01 10:04:00,126.4391,155.6774
2022-01-01 10:05:00,124.3421,153.2695
2022-01-01 10:06:00,119.6469,151.6675
2022-01-01 10:07:00,119.8947,149.3123
2022-01-01 10:08:00,119.0796,147.196
2022-01-01 10:09:00,115.6984,145.4509
2022-01-01 10:10:00,115.9108,145.2494
2022-01-01 10:11:00,116.001,144.3674
